seed,mse,mae
259,0.0724,0.2046
19,0.0723,0.2037
36,0.0723,0.2033
122,0.0722,0.2044
69,0.0722,0.2039
122,0.0722,0.2044
170,0.0722,0.2025
86,0.0722,0.2122
105,0.0721,0.2034
7,0.0721,0.2054
155,0.0721,0.2032
225,0.0721,0.2034
164,0.072,0.2036
210,0.072,0.2037
210,0.072,0.2037
71,0.072,0.2054
118,0.0719,0.2029
270,0.0719,0.2031
293,0.0719,0.2029
293,0.0719,0.2029
81,0.0719,0.2034
227,0.0719,0.2041
95,0.0719,0.203
118,0.0719,0.2029
0,0.0719,0.204
160,0.0718,0.2037
79,0.0718,0.2037
187,0.0717,0.2037
157,0.0717,0.2032
3,0.0717,0.2033
263,0.0717,0.2033
276,0.0717,0.2031
305,0.0716,0.2037
73,0.0716,0.2037
199,0.0716,0.2053
305,0.0716,0.2037
76,0.0716,0.2042
301,0.0715,0.21
250,0.0715,0.2032
94,0.0715,0.2036
301,0.0715,0.21
72,0.0715,0.2056
262,0.0715,0.2058
4,0.0715,0.2034
123,0.0715,0.2062
123,0.0715,0.2062
8,0.0715,0.2089
257,0.0715,0.2037
97,0.0714,0.2052
278,0.0714,0.2035
21,0.0714,0.2024
20,0.0714,0.2047
99,0.0714,0.2026
137,0.0713,0.2039
61,0.0713,0.2027
232,0.0713,0.2057
53,0.0713,0.2024
211,0.0713,0.2102
211,0.0713,0.2102
68,0.0713,0.2042
183,0.0712,0.2051
286,0.0712,0.2025
221,0.0712,0.203
286,0.0712,0.2025
41,0.0712,0.2036
60,0.0712,0.2044
228,0.0712,0.2027
83,0.0711,0.2046
185,0.0711,0.2066
148,0.0711,0.2082
234,0.0711,0.2015
110,0.071,0.2034
75,0.071,0.2038
16,0.071,0.205
93,0.071,0.2026
146,0.071,0.2031
182,0.0709,0.2052
39,0.0709,0.2029
280,0.0709,0.2071
260,0.0708,0.2043
57,0.0708,0.2038
24,0.0707,0.2051
78,0.0706,0.2042
22,0.0706,0.2048
201,0.0703,0.204
201,0.0703,0.204
89,0.0703,0.2058
299,0.0702,0.2052
302,0.0702,0.2036
217,0.0702,0.2048
114,0.0702,0.206
217,0.0702,0.2048
23,0.0702,0.2071
299,0.0702,0.2052
251,0.0702,0.2043
302,0.0702,0.2036
88,0.0701,0.2015
295,0.07,0.2021
129,0.07,0.2018
295,0.07,0.2021
84,0.07,0.2029
129,0.07,0.2018
244,0.0699,0.2022
272,0.0698,0.2014
194,0.0697,0.2031
205,0.0697,0.2044
205,0.0697,0.2044
111,0.0696,0.2029
186,0.0691,0.202
294,0.069,0.201
294,0.069,0.201
231,0.069,0.2029
